Instruction,Input,Output
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Man In Critical Condition After Being Hit By Truck In A Costco Parking Lot
* Ontario government fines Costco $7 million after illegal pharmacy kickbacks

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.24%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco selling 24-pound cheese 'Wedding Cake' capable of feeding 150 guests

Negative Headlines:
* Perspective | Fake news threatens our businesses, not just our politics

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.36%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Deals With Kroger, Walmart And Costco Fuel U.S. Growth Of A2 Milk Company

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.84%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Trader Joe's and Costco Top Amazon in Customer Satisfaction, ACSI Data Show
* Costco Takes Top Spot In Online Customer Satisfaction Over Amazon

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.1%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Wegmans is best grocery store in America, shoppers say
* Costco's olive oil is expert's top budget pick
* Costco's olive oil is celebrated by experts and Netflix-famous celebrity chef Samin Nosrat - and it is a fanta
* Costco Celebrates the Holidays as Profit Surges
* Costco builds 'fulfillment automation center' to expand e-commerce business - Puget Sound Business Journal

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 4.31%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco's Kirkland brand drives growth

Negative Headlines:
* Sparkletts, Costco Sued in Child Scalding Incident

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.41%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* We taste-tested 7 of Costco's Kirkland wines and found this one offered the biggest bang for your buck

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.18%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco Auto Program Sales Grew in 2018
* Costco, Amazon Are Favorites of Affluent Consumers
* Why Costco Stock Rose 11% in March

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.69%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco Announces 7.4% Growth in Net Sales
* ""Immortal” jellyfish may help scientists cure brain disease

Negative Headlines:
* Costco membership not worth it in these situations
* Man Accidentally Runs Over Coworker, Kills Him in NJ Costco Parking Lot: Police

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.85%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Private Label Brands Roar At Retail

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.14%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco Increases Net Sales in April by 7.3%
* Huge Sales at Costco and Sam's Club

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.42%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon, Etsy and Costco rank among 20 fastest growing global retailers

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.66%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco Keeps Delivering Solid Growth
* Costco shopper's $400G diamond ring purchase gave chain 'significant' sales boost

Negative Headlines:
* Costco is far behind Amazon and Walmart in a key area — here are the sad new stats
* A Goldman Sachs rival pulled out of the Apple Card deal on fears it will be a money loser
* Costco says 'prices will go up' in the wake of U.S. trade war with China as tariffs rise
* Costco looking at alternative sourcing, price hikes as tariffs loom
* Costco is looking at alternative sourcing and price hikes as tariffs loom

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.73%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Frozen berries recall 2019: Costco joins Kroger in recalling Townsend Farms frozen berries due to hepatitis A concerns
* Costco recalls line of Kirkland frozen berries over possible hepatitis A contamination
* Corona Costco shooting: 1 dead, 2 injured after gunman opens fire in California store
* Police: 1 dead in shooting at Costco
* First on CNN Business: 600 companies including Walmart, Costco and Target warn Trump on tariffs

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.28%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Caribé Juice will distribute to Walmart, Costco - Washington Business Journal

Negative Headlines:
* Costco Shooting Leaves Family of Man Killed by Off-Duty Officer Demanding Answers (Published 2019)
* Off-duty LAPD officer who allegedly fatally shot man at Costco placed on administrative leave

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.8%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Why Costco's Stock Can Rise to Record Highs

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.94%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco Becomes Fast-Fashion Destination With Billions in Sales

Negative Headlines:
* Costco Food Court's Worst Menu Item Is the Acai Bowl

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.78%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Sam's Club distribution center in Bloomington closing, laying off 52 - Minneapolis / St. Paul Business Journal

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 3.73%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco Membership Card Can Now Be Digital in Millennial Shopper Appeal

Negative Headlines:
* Consumer Reports has found listeria on leafy greens at major supermarkets

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.43%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco: Why Did The Stock Double In 4 Years?
* We shopped at Costco and Sam's Club and found Costco's extra membership cost is worth it

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.58%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco just opened its first store in China and the response is insane
* Costco's first China store was so popular it shut down traffic. But can it keep the buzz going?
* Costco Strikes Big on China Debut: Can it Sustain Momentum?
* Birkin bags, Moutai and a savvy social media push: how Costco scored with its Shanghai debut while other retailers failed
* Costco's China Entry May Defy Foreign Retail Failures

Negative Headlines:
* Costco in China: Brawls and mobs on opening day
* Costco limits shoppers in first China store after opening-day fiasco
* Costco China closes early due to overcrowding, traffic jams on opening day: Report
* Hurricane Dorian: Florida stores running out of water and long lines
* Millions of water bottles sold at Walmart, Costco, and Target are being recalled over choking concerns after t

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 6.09%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco (COST) Hits Record High After 'Impressive' Earnings
* A 27-year-old Costco fanatic loves the store so much he got a Kirkland Signature tattoo and had a birthday par

Negative Headlines:
* NJ Woman Allegedly Steals $28,000 Costco Diamond Ring After Swapping Stolen $2,000 One
* New Jersey woman accused of stealing $2G ring, swapping it for a $28G one at Costco

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 4.01%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco buys Owatonna land for first Minnesota distribution center - Minneapolis / St. Paul Business Journal

Negative Headlines:
* Yemen's Houthi rebel attack on Saudi Arabia oil may hit Costco and BJ's profits

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.81%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* CORRECTING and REPLACING The New Better Than Beef™ Burger: Made from Plants. Launching at Costco.

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.56%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Companies With the Happiest Employees: Costco, LinkedIn, Microsoft
* Costco's China store is booming, more planned
* In an era of Costco, Total Wine and WalMart, this local wine store is staying alive

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.24%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco's Membership Renewal Rate Hits a Record High

Negative Headlines:
* Baby pajamas sold to Costco blocked by Trump administration due to forced labor accusations

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.43%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* A burglar hid in a Costco for hours then stole $13K in jewelry after store closed, police say
* Police: Man hid in Costco overnight and stole jewelry

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.79%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco workers get a free turkey for Thanksgiving, Christmas
* Target Price Raised on Costco Wholesale (COST)

Negative Headlines:
* The Autism City: The Shooting at Costco

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.74%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* If You'd Invested $5,000 in Costco's IPO, This Is How Much Money You'd Have Now

Negative Headlines:
* Costco, Trader Joe's and other stores that will be closed on Thanksgiving
* A viral $75 Costco coupon is fake, Costco says. (So please stop reposting it)

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.94%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* The Kirkland Brand Is Costco's Secret Weapon When It Matters Most

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.72%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Walmart, Target Outdraw Department Stores: Black Friday Update

Negative Headlines:
* Costco, Nordstrom Rack sites crash with Black Friday sales
* Experts estimate Costco's website crash on Thanksgiving could reach $11M in losses
* Costco's website crashed for several hours over Thanksgiving, and experts estimate it could have cost the reta

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.25%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Beyond Meat burgers to be sold at some Costco stores
* Beyond Meat Strikes Costco Deal: Should Investors Buy BYND Stock?

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.82%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco coming to Georgetown; incentives OK'd - Austin Business Journal

Negative Headlines:
* Man Spews Anti-Semitic Vulgarity in Costco as Counties Grapple With Hate Crimes
* Cramer: Costco has a China problem — and it's not tariffs

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.11%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Trump’s Energy Department delays phase out of incandescent lightbulbs

Negative Headlines:
* Family Sues Over Shooting of Son at Corona Costco by Off-Duty LAPD Officer

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.45%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Egg recall: Listeria risk lead to recall at Walmart, Kroger, Costco
* Kroger Facebook scam: Food giveaway contest is a hoax
* Walmart, Trader Joe's, Costco, Kroger eggs recalled due to listeria

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.27%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* H-E-B is America's favorite grocer, beats out Trader Joe's, Costco
* Costco sales spike 11% on holiday cocktail of toys and liquor

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.86%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* 11 Reasons to Buy Costco Stock and Never Sell
* New iPhone Sale Alert: Best Deals Beat Black Friday's Prices [Updates]

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.6%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Special dividend for shareholders is always on the table, Costco CEO says
* This big-box retailer's run is just getting started, technical analyst suggests

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.88%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco has announced it will launch members-only online shopping and delivery in Australia

Negative Headlines:
* Serial Car Burglary Suspect Caught Breaking Into Vehicle With Child Inside At Dallas Costco
* Never Mind the Internet. Here's What's Killing Malls. (Published 2020)

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.44%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Costco to close store at Phoenix mall - Phoenix Business Journal

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.03%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Bad News: Costco Will No Longer Allow You to Eat at Its Food Court Without a Membership

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 10.36%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Coronavirus May Be Hurting Business Around The World, But It's Driving Shoppers To Costco
* Costco poised to dominate during coronavirus outbreak
* Costco says it's getting a lift from coronavirus panic shopping
* 'It's been nuts': Costco's sales spike amid coronavirus panic-buying of bottled water, hand sanitizer and toilet paper
* 'Beyond busy': Costco gets a sales boost from the coronavirus

Negative Headlines:
* Canberra coronavirus panic buying at grocery chain leads to restriction on toilet paper, milk
* Shoppers panicking over Coronavirus: empty shelves and long lines
* Costco shoppers mocked for eating samples amid coronavirus panic
* Costco pulls free samples from certain stores amid coronavirus panic

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.71%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Costco's coronavirus sales win may be followed by supply-chain challenges
* Coronavirus-worried Costco shoppers mean jaw-dropping lines, toilet paper gone
* Coronavirus panic shopping: Toilet paper shortage at Walmart, Target
* Brawls break out at Costco, Sam's Club amid coronavirus outbreak tensions
* Walmart may cut store hours to combat coronavirus and says a Kentucky associate has tested positive

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.1%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Why Costco Just Spent $1 Billion to Acquire a Last-Mile Delivery Provider
* Costco Buys Logistics Firm From Sears Owner for $1 Billion
* Costco buys delivery company Innovel Solutions for $1B - Puget Sound Business Journal
* Coronavirus fears cause massive spike in visits to Costco, BJ's, and Sam's Club

Negative Headlines:
* Costco employees angry after office stays open after coronavirus death: report
* Costco Toilet Paper Recall Hoax Goes Viral Amidst Coronavirus
* 2 more Costco employees at main offices test positive for coronavirus
* Pictures show epic queues outside supermarkets as Brits continue to stockpile during coronavirus crisis
* Costco Employees Say They're Not Properly Protected To Be On The ""Front Lines"" Of The Coronavirus Pandemic

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.56%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco Has Massive Pull-Apart Cinnamon Rolls That Look Like a Bit of Breakfast Heaven
* Coronavirus senior shopping: Costco Wholesale Club expands hours

Negative Headlines:
* Costco Employees Testing Positive For The Coronavirus
* Restaurant accused of reselling Costco pizza at 700% markup: report
* Costco workers stressed during coronavirus, in stores and in offices
* Costco is reducing US store opening hours as the panic-buying mayhem continues and employees complain of 'exha

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.42%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Good Call: Why Costco's Recent Acquisition Matters For The Long Haul

Negative Headlines:
* Coronavirus Costco limits: Clubs to limit how many people can shop
* People Who Give Out Free Costco Samples Lose Jobs Because Of The Coronavirus
* Costco sample servers laid off by parent company CDS

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.85%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco set to open new store in China's Suzhou city

Negative Headlines:
* Costco (COST) Sales Growth Curbed by Coronavirus Precautions
* Costco, Walmart, Target Barred From Selling Nonessential Items in Parts of US
* Costco’s March sales slowdown due to social distancing likely hit other retailers too, analysts say
* Costco employee who tested positive for coronavirus dies after near month-long battle

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.67%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Costco, Walmart, Target stop selling nonessential items in parts of US, shoppers revolt
* Costco Is Thriving During The Coronavirus Pandemic. Its Workers Say They've Paid The Price.
* Workers employed by a Costco seafood supplier say they are 'ashamed and scared' as they continue to work 'side-by 

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 6.11%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Report: 100,000 Stores Closing by 2025 Will Benefit Walmart, Costco, Target

Negative Headlines:
* Retail workers say bored shoppers are roaming stores for nonessentials

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.49%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Lawsuit says Trader Joe's, Costco, Amazon hiked up egg prices: report
* People boycott Costco for requiring them to wear masks in stores
* Costco Workers Say Company Is Easing Coronavirus Social Distancing Rules Despite Risks

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.0%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* People rally to support Costco after coronavirus mask policy backlash
* Costco pizza slices return to food court after coronavirus menu limits

Negative Headlines:
* Costco's Sales Fall for First Time in Over a Decade
* Trump contradicts nurse over PPE, Costco sees drop off as customers stay at home
* Costco's sales fall for first time in over a decade
* Costco’s coronavirus mask policy sparks backlash on social media
* A Costco Meatpacking Employee Talks About Her Coronavirus Fears

Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.48%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Costco's Kirkland and other store brands are having a moment
* Costco selling $30,000 Babe Ruth-signed baseball

Negative Headlines:


Predict COST's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 3.58%
