Instruction,Input,Output
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon to open checkout-free stores in Chicago and San Francisco
* Kroger Counters Amazon's Grocery Offensive With Ocado Deal
* Soros buys big US banks, Amazon in Q1'18
* Amazon expands program that lets users pay with cash
* Kroger inks Ocado grocery delivery deal to battle Amazon threat

Negative Headlines:
* Amazon's fight with Seattle over head tax shows e-tailer's aggressive side
* Trump personally pushed postmaster general to double rates on Amazon, other firms

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.7%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Kroger Buys Meal-Kit Company Home Chef in Latest Online Acquisition

Negative Headlines:
* Amazon should stop selling facial recognition software to police, ACLU and other rights groups say
* Banned From Amazon: The Shoppers Who Make Too Many Returns
* Amazon Alexa creepily recorded, sent out family's conversations
* Amazon Alexa Recorded Private Conversation: The Backlash

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.56%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon (AMZN) Backs Acko to Strengthen Presence in India
* Why Amazon's Stock Is Poised to Rise 14%

Negative Headlines:
* Micron Says It's Being Investigated by Chinese Regulatory Agents

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.78%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Foxconn Industrial Internet Soars in Shanghai Debut
* Digital Transformation: 9 Stock Winners Despite Amazon
* Bechtel's headquarters move from San Fran to Reston bolsters D.C.'s cred - Washington Business Journal
* Fortnite Fever Rises as Video-Game Makers Gather for Confab

Negative Headlines:
* Hack of DNA Website Exposes Data From 92 Million Accounts
* Walmart sues to bar former tax executive from joining Amazon
* Cardboard recycling rates drop as shopping on Amazon, Walmart.com surges

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.12%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon Web Services buying into massive Waterside development in Loudoun - Washington Business Journal
* Apple signs up Oprah Winfrey in $1bn programming push
* Alphabet's Stock May Soon Break Out to Record High
* Attention, Amazon Prime Members Who Shop at Whole Foods: You're in Luck
* Walmart's Killing It in Central America

Negative Headlines:


Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.59%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* 6 Cloud Stocks Poised for Rapid Growth
* PayPal Agrees to Buy Payments Firm Hyperwallet for $400 Million
* Amazon launches Alexa for Hospitality in Marriott International hotels - Bizwomen
* Xiaomi's IoT, lifestyle revenue on the rise ahead of Hong Kong IPO

Negative Headlines:
* Amazon Is Latest Tech Giant to Face Staff Backlash Over Government Work (Published 2018)
* Amazon employees demand company cut ties with ICE

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.47%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon Drives Deeper Into Package Delivery - WSJ
* American Express to Launch New Amazon Cobrand Card to Enhance How Small Businesses Buy
* Amazon expands Prime benefits for all Whole Foods Markets nationwide - Bizwomen
* PillPack Founders to Get $100 Million in Amazon Deal
* Amazon to buy PillPack in potentially disruptive drug retail push

Negative Headlines:


Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.2%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apparel Defies the Retail Death Rattle
* Facebook's Mark Zuckerberg Becomes the World's 3rd Richest Person
* Tech titan: Mark Zuckerberg becomes third-richest in the world with net worth of $81.6 billion

Negative Headlines:
* 10 Worst-Performing S&P 500 Stocks So Far in 2018
* Amazon's Hot Stock May Plunge 15%

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.18%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Walmex's new e-commerce VP eyes groceries to propel online business
* Shark Tank's Kevin O'Leary: Walmart, Target 'Look like survivors' against Amazon - Minneapolis / St. Paul Business 

Negative Headlines:
* Why Walgreen Boots Alliance, Inc. Stock Has Shed 13% So Far This Year

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 4.26%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon rakes in estimated $3.5 billion during Prime Day, its largest event ever
* Jeff Bezos Is Now the Richest Man in Modern History, Topping $150 Billion
* Best Buy Should Be Dead, But It's Thriving in the Age of Amazon

Negative Headlines:
* Amazon Rival FreshDirect Draws Battle Lines With Bronx Warehouse
* Internal documents show how Amazon scrambled to fix Prime Day glitches
* Amazon Prime Day Issues Estimated to Cost $72 Million to $99 Million
* This is Why Amazon's Site Crashed on Prime Day
* The Hidden Environmental Cost of Amazon Prime's Free, Fast Shipping

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.48%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon turns investor attention from sales growth to big profits
* Amazon expands in Cape Town, stepping up cloud rivalry with Microsoft
* EBay's CEO Rallies Merchants With Big Goals, Holiday Ad Pledge
* Why US technology giants including Apple, Amazon and Google are expanding in London despite Brexit
* Amazon's New Businesses Push Profit to a Record

Negative Headlines:
* Amazon's facial recognition tool misidentified 28 members of Congress in ACLU test

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.85%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Blue Apron Shares Tumble on Decline in Revenue, Customers

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.48%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Online Pharmacy Capsule Looks to Expand Nationwide
* Another retailer lands a deal with Amazon: This time, it's Party City
* Party City Joins Parade of Brands Looking to Grow Via Amazon
* Roku Is Small But Mighty in Streaming Wars

Negative Headlines:
* Macy's Reports Below Its 'Reversion to the Mean'
* Facebook, Yahoo Lose to Rivals in Site Rankings
* Sorry, Alexa: Voice Shopping Is Mainly Hype -- For Now
* Oracle Accused of Defrauding Investors on Cloud Sales Growth
* All the ways you can mess up your 401(k) — even if you max out your contributions

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.09%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amid the Amazon Chatter, Walmart Proves It's Grocery-War Winner
* Microsoft just gave big, surprise bonuses to keep engineers from going to Amazon, sources say - Puget Sound 
* Amazon to Open Service Center, Expand Colombia Foothold
* Walton Family's Wealth Surges $11.6 Billion as Walmart Rallies
* Amazon to open Colombia service center, employ 600 workers

Negative Headlines:


Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.74%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon snags lease for all of Expedia's Bellevue tower - Puget Sound Business Journal

Negative Headlines:
* Who Killed Toys 'R' Us? Hint: It Wasn't Only Amazon
* Gap earnings: Same-store sales see a bigger-than-expected drop

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.53%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon stock tops $2,000, as yet another analyst projects $1 trillion in market cap
* Amazon Warehouse Workers Get Pledge From Poland on Improvement
* Sears expands tire installation deal with Amazon, shares soar - Chicago Business Journal
* Groupon (GRPN) Expands Alliance with MLBAM's Tickets.com
* Amazon stock price tops $2000 for first time, inches closer to $1 trillion market value

Negative Headlines:


Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 4.41%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon quadruples order of vans for new delivery fleet, now at 20,000
* Amazon hosts grand opening of fulfillment center in Pinto Business Park
* Amazon Hits $1 Trillion Valuation - WSJ
* Amazon at $1 Trillion Pushes Bezos's 2018 Gain to $67 Billion
* Amazon's stock value tops $1 trillion, joins Apple in trillionaire club

Negative Headlines:
* Is Tesla Going Up in Smoke?
* Barnes & Noble's Problem Is No Longer Just Amazon
* Amazon.com users reported problems with search on the website Wednesday afternoon
* YouTube and Netflix `Throttled' by Carriers, Research Finds
* Amazon Reputation Falls in Annual Ranking

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 4.29%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Walmart to Acquire Delivery Company Cornershop for $225 Million
* Walmart Eyes Mexico Grocery Delivery With $225 Million Purchase
* Jeff Bezos said the 'secret sauce' to Amazon's success is an 'obsessive compulsive focus' on customer over com

Negative Headlines:


Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.61%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon Said to Plan Up to 3,000 Cashierless Stores by 2021
* Amazon is planning to open up to 3000 cashier-free stores by 2021, report says
* Audi, Amazon join hands to take on Tesla's Model X with new SUV e-tron
* Amazon event brings new Echo products, Alexa upgrades for holidays

Negative Headlines:
* Uber and Deliveroo Pick a Food Fight With Just Eat

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.37%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon looking to fill 1,200-plus jobs at new Georgia sortation center - Atlanta Business Chronicle
* Amazon to Open a New '4-Star' Physical Store Concept in New York
* Amazon Is Opening New York Store to Sell Highly Rated Products
* Home Depot Expands Same-Day Delivery to Keep Up With Shoppers
* Amazon expanding with third Jackson County center, could employ up to 600 - Atlanta Business Chronicle

Negative Headlines:
* Amazon users report Alexa breakdowns across Europe
* Activists Briefly Occupy Amazon Chicken Supplier To Treat 'Sick, Starving' Birds [UPDATED]

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 3.55%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon's Wage Raise Is a Small Price to Pay for Its Reputation
* Why Pentagon Cloud-Computing Contract Is a Huge Deal
* Amazon becomes a major contender in digital advertising: A Foolish Take
* Amazon to Raise Minimum Wage to $15 for All U.S. Workers (Published 2018)
* Amazon's extraordinary evolution

Negative Headlines:
* Target, Best Buy holiday hiring plans face new pressure from Amazon $15 wage - Minneapolis / St. Paul Business 
* China Used a Tiny Chip in a Hack That Infiltrated U.S. Companies
* Amazon's “Today's Deals” Page Is Full Of Fake Deals And Made-Up Discounts
* Netflix, Amazon Forced to Fund European Video Under New Rule
* Amazon Eliminating Bonuses, Stock Awards to Help Pay for Raise

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 5.72%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon Pledges to Compensate Its Warehouse Workers More Following Criticism

Negative Headlines:
* Why Amazon's Stock Faces Steeper Declines Ahead
* Insight - Amazon scraps secret AI recruiting tool that showed bias against women
* Snapchat's Cloud Doesn't Have a Silver Lining
* Nasdaq Enters Correction as Techs Extend Sell-Off
* Empty shelves, poor customer service speed Sears' decline

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 4.07%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Walgreens CEO Says Pharmacy Chain Will Survive Amazon Threat
* Walmart Sees U.S. Sales Expansion Chugging Along Next Year
* Amazon Battles Walmart in Indian E-Commerce Market It Created
* Walmart Unveils High-Tech Grocery Warehouse to Bolster Food Push
* Walmart's strategy to solve the Amazon puzzle is working

Negative Headlines:
* Amazon U.S. Prime Membership Growth Slows, Researcher CIRP Says

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.17%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon Debuts No-Fee AmEx Card to Lure Small-Business Spending
* Amazon Business Launches New Business Prime Benefits in the United States, Germany and Japan
* Microsoft, Tesla Buoy Spirits as Tech Stocks Look to Rebound
* Microsoft just leaped over Amazon as second most valuable U.S. company

Negative Headlines:
* What To Expect From Amazon Through The End Of The Year After Stock Plunge
* Amazon Seen Falling 29% Off High Into Deep Bear Market
* Apple CEO Tim Cook Shames Rivals Over Data Privacy | TIME
* Streaming Wars: Can Netflix Survive the Competition?
* Amazon Branded Women's Apparel Sales Languish, Report Finds

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 8.19%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon's Oversold Stock Seen Jumping 10% Short Term
* How Does Amazon Do It? Five Critical Factors That Explain Amazon's Incredible Success
* Five Below, the Amazon-Proof Store - WSJ
* Report: Amazon close to selecting Crystal City for HQ2 - Washington Business Journal

Negative Headlines:
* Apple loses $1 trillion status after soft holiday forecast

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 8.23%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* HQ2 In Long Island City: If You Build It, Amazon Will Come

Negative Headlines:
* FedEx CEO Stares Down Threat From Amazon's Own Delivery Network
* Opinion | New York Should Say No to Amazon (Published 2018)

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 5.2%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon.com picks Crystal City, Long Island City for HQ2 - Washington Business Journal
* Amazon chooses New York City, Arlington, Va., to jointly share HQ2
* Virginia Tech to open $1B innovation campus 2 miles from Amazon HQ2 - Washington Business Journal
* Apple, Target, Walmart Get Best Grades in Chemical Policy Review

Negative Headlines:
* J.Crew CEO Exits After Clash With Mickey Drexler, Company Owners
* Amazon Seen Sliding 8% Short Term Even as Bulls Say 'Buy'
* Walmart Earnings Are Big Enough to Rattle Amazon
* Buffett Bids Farewell to Walmart After 20 Years as Amazon Reigns
* A $2 Billion Question: Did New York and Virginia Overpay for Amazon? (Published 2018)

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.65%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Nashville's Runner-Up Prize From Amazon Looks Like a Winner to Property Investors
* Amazon Pay Accepted Here? Web Giant Aims to Put Digital Wallet in Stores
* Facebook, Apple, Amazon, Netflix, Google: Which Tech Stocks to Buy Now
* Second-Tier Cities Boast First-Rate Job Figures

Negative Headlines:
* Amazon tells some customers their emails have been exposed but provides few details
* Worst Amazon Black Friday Deal Confirmed As Customer Data Is Leaked
* Amazon Warehouse Worker Slams Working Conditions in Guardian Op-Ed

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.68%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon, With Little Fanfare, Emerges as an Advertising Giant
* Big Tech Expands Footprint in Health - WSJ
* The Best-Run U.S. Companies of 2018—and How They Got That Way

Negative Headlines:
* Microsoft Becomes World's Most Valuable Company After Apple Rout
* Fortnite 6.31 New Game Addiction Pushing Kids to Gamer Rehab
* Intel Is About to Be Dethroned by TSMC
* NYC Lawmakers Move to Block Amazon HQ2-Style Secret Deals
* Almost Half Coal Power Plants Seen Unprofitable to Operate

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 6.88%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* New UPS navigation tool aims to save time and money with each turn
* Walgreens to link up with FedEx on next-day drug delivery as Amazon nears
* Walmart acquires Art.com to boost online home decor business
* Bellevue's office market is red hot as 10 big projects move forward - Puget Sound Business Journal

Negative Headlines:
* 24 Amazon warehouse workers hospitalized, one critically, in bear-repellent accident

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 8.08%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Lululemon Membership to Offer Perks Like Free Yoga Pants, Classes
* Amazon Web Services hiring for new Houston office (updated) - Houston Business Journal
* Bratz Founder's L.O.L Surprise! Toys Tops 2018 Christmas Lists

Negative Headlines:
* Walmart and Amazon Clash with FreshDirect in New York Food Fight
* Whole Foods Packaging Contains Cancer-Linked Chemicals: Study
* Amazon's Prime Day Outage Was Retail's Most Embarrassing Moment
* NYC council members and Amazon executives got into a heated debate over the $3 billion in incentives offered for HQ2
* Instacart Will Stop Delivering Groceries From Amazon's Whole Foods

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.99%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* A cargo jet company that leases to Amazon buys 20 more Boeing 767s - Puget Sound Business Journal
* Malls are back, thanks to Gen Z, millennials and brands such as WinkyLux
* Watch out FedEx and UPS: Amazon is growing its air fleet again
* Google Payment Expands With E-Money License From Lithuania

Negative Headlines:
* Amazon's Grocery Push Keeps Stumbling After Whole Foods Purchase
* Williams-Sonoma sues Amazon over knockoffs and 'strikingly similar' products
* Tech Giants Fight Over $10 Billion Pentagon Cloud Contract

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 9.43%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Walmart's Health Plan Is Way Ahead Of Amazon's Buffett-JPMorgan Project

Negative Headlines:
* Amazon CEO Says His Company “Will Go Bankrupt”
* India tightens e-commerce rules, likely to hit Amazon, Flipkart
* Mnuchin can’t stand up to his boss — and it’s costing you money
* Amazon's stock is closing out its worst quarter since the 2008 recession

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 9.98%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Made In America: Small Robots Doing A Big Job
* Amazon begins hiring in Nashville

Negative Headlines:
* Mark Zuckerberg Halts Stock Sales as Facebook Shares Tumble
* Oaktree, Goldman Said to Gain Control in Fullbeauty Bankruptcy

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 4.89%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* MacKenzie Bezos Divorce Could Make Her World's Richest Woman

Negative Headlines:


Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.68%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Airbnb Says It Made a Profit Again in 2018
* Microsoft partners Walgreens to fend off Amazon in pharmacy business
* Amazon pushing hard into ocean shipping from China to U.S.

Negative Headlines:
* Exclusive: India's e-commerce curbs could hit online sales by $46 billion by 2022 - PwC draft analysis
* Can Eddie Lampert Save Sears After the Bankruptcy Auction?
* Facial recognition tech: Amazon shareholders push to halt sale on civil rights concerns

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 4.88%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Amazon Launches Direct Retail Sales in Brazil, but Faces Uphill Battle
* Google, Facebook, Amazon Spent Record Amounts on Lobbying
* Google vs Amazon: Sundar Pichai-led firm suffers blow as Walmart withdraws
* UnitedHealth's Optum sues protect company secrets from Amazon

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.35%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon Notches Third Record Profit in a Row

Negative Headlines:
* The Wrong Time to Buy Amazon Stock
* India's ecommerce law forces Amazon and Flipkart to pull products
* Amazon Shares Drop on Concerns of Rising Costs, India Growth

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.71%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Cloud-Computing Giants Keep Growing Despite Slowdown Fears
* These 3 Chart Patterns Suggest It's Time to Buy FANG Stocks
* Spotify Acquires Podcast Companies Gimlet and Anchor | TIME

Negative Headlines:
* Web giants spent record amounts on lobbying amid growing regulatory scrutiny
* Amazon Cuts India Deal After Regulations Hurt AMZN, WMT
* Amazon's Jeff Bezos Accuses National Enquirer Publisher of Blackmail
* Jeff Bezos and Trump: Blackmail Charge Intensifies Proxy War
* Amazon HQ2: New York headquarters project may be in jeopardy after wave of opposition, 2 officials say

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.76%
